[1500, 350, 1461.246505968767, 317.0089502789465, 1994.200429514773, 0.0]
[1461.246505968767, 317.0089502789465, 1602.2131303121218, 252.41070178189142, 1427.6189374648475, 1.0]
[1602.2131303121218, 252.41070178189142, 1550.6627798759382, 211.84847511633265, 1448.4633538067847, 0.5]
[1550.6627798759382, 211.84847511633265, 1725.7911957134365, 197.8879943779665, 1895.8752717008208, 1.0]
[1725.7911957134365, 197.8879943779665, 1799.4953276141198, 176.0201175690079, 1690.470444481267, 1.0]
[1799.4953276141198, 176.0201175690079, 1766.9901195636446, 167.12246082324185, 2029.8728565000933, 0.0]
[1766.9901195636446, 167.12246082324185, 1645.2480948571865, 162.60283522415236, 1316.4671361130208, 0.0]
[1645.2480948571865, 162.60283522415236, 1602.775916125635, 152.63484491361208, 1742.6458975836838, 0.0]
[1602.775916125635, 152.63484491361208, 1620.787018144196, 146.1356091172358, 1295.7688276121507, 1.0]
[1620.787018144196, 146.1356091172358, 1641.899540866759, 139.5988434817079, 1364.9969259726267, 1.0]
[1641.899540866759, 139.5988434817079, 1724.6269066493205, 136.63924293766098, 2051.3995044413755, 1.0]
[1724.6269066493205, 136.63924293766098, 1700.1639829989792, 130.49958946380346, 1512.9096968600022, 0.5]
[1700.1639829989792, 130.49958946380346, 1703.3916533096667, 129.7876042485764, 1096.6647330349545, 1.0]
[1703.3916533096667, 129.7876042485764, 1684.5470688962578, 125.26398997676434, 1491.6873649883366, 0.5]
[1684.5470688962578, 125.26398997676434, 1643.9741728463757, 120.50390966017433, 1614.1431813508166, 0.0]
[1643.9741728463757, 120.50390966017433, 1602.6383958333215, 115.11831243189744, 1585.7492326058957, 0.0]
[1602.6383958333215, 115.11831243189744, 1621.711834739879, 111.11861213520069, 1431.373200584397, 1.0]
[1621.711834739879, 111.11861213520069, 1575.5158564074702, 107.38779602584759, 1458.774604057401, 0.0]
[1575.5158564074702, 107.38779602584759, 1568.1517884655584, 104.099890578056, 1473.762598971688, 0.5]
[1568.1517884655584, 104.099890578056, 1598.7308533695204, 101.4193613648818, 1651.3399307484715, 1.0]
[1598.7308533695204, 101.4193613648818, 1592.2279082853152, 99.17767845960074, 1483.734447541945, 0.5]
[1592.2279082853152, 99.17767845960074, 1580.4401454720764, 97.34846197334602, 1814.9429969707764, 0.0]
[1580.4401454720764, 97.34846197334602, 1538.6602192534265, 96.05857187602531, 1281.284036797233, 0.0]
[1538.6602192534265, 96.05857187602531, 1511.1829732742208, 93.40169783071434, 1488.4806565619301, 0.0]
[1511.1829732742208, 93.40169783071434, 1506.8359331313593, 92.93634581025358, 1924.9469524571573, 0.0]
[1506.8359331313593, 92.93634581025358, 1507.0136328141868, 91.00982929975169, 1510.1923034508834, 0.5]
[1507.0136328141868, 91.00982929975169, 1478.0030075886873, 89.2767697254308, 1368.4609503098288, 0.0]
[1478.0030075886873, 89.2767697254308, 1469.868173748394, 88.41082512129974, 1745.121040005766, 0.0]
[1469.868173748394, 88.41082512129974, 1465.5215451419322, 88.07848635884353, 1868.5577924086438, 0.0]
[1465.5215451419322, 88.07848635884353, 1458.6096502818684, 87.39229140861777, 1766.0323990242687, 0.0]
[1458.6096502818684, 87.39229140861777, 1446.6454025896196, 86.16806112113824, 1609.4320860425923, 0.0]
